MONTH,DAY,BILL_ID,BILL_AMT,QTY,VALUE,PRICE,GRP,SGRP,SSGRP,CMP,MBRD,BRD
M1,24,T112,46.0,1.0,46.0,46.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
M1,25,T120,180.0,3.0,30.0,10.0,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,SAJ INDS,BISK FARM,BISK FARM SPICY
M1,25,T120,180.0,4.0,40.0,10.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,50-50,50-50 MSK CK
M1,25,T120,180.0,3.0,30.0,10.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,SAJ INDS,BISK FARM,BISK FARM TOP
M1,25,T120,180.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M1,25,T120,180.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
M1,25,T120,180.0,2.0,40.0,20.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
M1,25,T120,180.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M1,27,T150,55.0,1.0,5.0,5.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M1,27,T150,55.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M1,27,T150,55.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M1,27,T150,55.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY BUTTER
M1,27,T150,55.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT JAM
M1,27,T165,40.0,1.0,40.0,40.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,VITA MARIE GOLD
M1,27,T172,110.0,1.0,110.0,110.0,CHEESE        (4/94),PROCESSED CHEESE,PROCESSED CHEESE,G C M M F,AMUL,AMUL
M1,27,T177,5.0,1.0,5.0,5.0,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
M1,29,T214,2837.0,1.0,55.0,55.0,SPICES (03/04),BLENDED,OTHER BLENDED-BASIC MASALA,KAPOL MASALA,KAPOL,KAPOL
M1,29,T214,2837.0,1.0,63.0,63.0,SPICES (03/04),BLENDED,SAMBHAR POWDER-SNACK MASALA,S NARENDRA KUMAR,EVEREST,EVEREST
M1,29,T214,2837.0,1.0,66.0,66.0,SPICES (03/04),BLENDED,PAV BHAJI MASAL-SNACK MASALA,S NARENDRA KUMAR,EVEREST,EVEREST
M1,29,T214,2837.0,1.0,60.0,60.0,PRE-POST WASH PRODUCTS,LIQUID BLEACHES,LIQUID BLEACHES,HINDUSTAN UNILEVER LIMITED,RIN,RIN
M1,29,T214,2837.0,1.0,199.0,199.0,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,INDUS HOME PRODUCTS,KLINOL,KLINOL
M1,29,T214,2837.0,2.0,96.0,48.0,PACKAGED ATTA (1/95),SOOJI,SOOJI,PARAKH AGRO IND,SAMRAT,SAMRAT
M1,29,T214,2837.0,1.0,60.0,60.0,SALTY SNACKS (2/97),GATHIA/PAPRI/RIBLON,GATHIA/PAPRI/RIBLON,NATIONAL PRODUCT,NATIONAL,NATIONAL
M1,29,T214,2837.0,1.0,46.0,46.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
M1,29,T214,2837.0,1.0,110.0,110.0,CHEESE        (4/94),PROCESSED CHEESE,PROCESSED CHEESE,G C M M F,AMUL,AMUL
M1,29,T214,2837.0,3.0,30.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY BUTTER
M1,29,T214,2837.0,3.0,30.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M1,29,T214,2837.0,6.0,30.0,5.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M1,29,T214,2837.0,3.0,57.0,19.0,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
M1,29,T214,2837.0,1.0,410.0,410.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,GUJ TEA PROCESSORS,WAGH BAKRI,WAGH BAKRI PATTI LEAF
M1,29,T214,2837.0,1.0,665.0,665.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,ADANI WILMAR,FORTUNE,FORTUNE
M1,29,T214,2837.0,2.0,860.0,430.0,PACKAGED ATTA (1/95),ATTA,ATTA,I T C,AASHIRVAAD,AASHIRVAAD WHOLE WHEAT
M1,30,T232,74.0,1.0,40.0,40.0,BREAKFAST CEREALS,READY TO EAT CEREALS,ALL FAMILY,KELLOGG'S INDIA,KELLOGG'S CORNFLAKES,KELLOGG'S CORNFLAKE CORN
M1,30,T232,74.0,1.0,10.0,10.0,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,VIBHAVA MKTG,555,555
M1,30,T232,74.0,1.0,24.0,24.0,PACKAGED ATTA (1/95),SOOJI,SOOJI,PARAKH AGRO IND,SAMRAT,SAMRAT
M1,30,T249,60.0,4.0,20.0,5.0,CHOCOLATE,COATED WAFER BISC,COATED WAFER BISC,MONDELEZ INTERNATIONAL,PERK,PERK
M1,30,T249,60.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,WAFER CREAM,WAFER CREAM,PICKWICK HYGIENIC PRODUCTS,PICKWICK,PICKWICK CR WFF
M1,30,T249,60.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,LITTLE HEARTS,LITTLE HEARTS
M1,30,T249,60.0,1.0,10.0,10.0,BREAKFAST CEREALS,READY TO EAT CEREALS,KIDS,KELLOGG'S INDIA,KELLOGG'S KPAK,KELLOGG'S KPAK CHOCOS
M1,30,T250,92.0,1.0,92.0,92.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,LIBERTY OIL MILLS,SUNDAY,SUNDAY
M1,31,T254,130.0,1.0,130.0,130.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HINDUSTAN UNILEVER LIMITED,RED LABEL,BROOKE BOND RED LABEL NAT CARE
M1,31,T255,20.0,1.0,20.0,20.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
M1,31,T271,20.0,1.0,20.0,20.0,PACKAGED ATTA (1/95),MAIDA,MAIDA,PARAKH AGRO IND,SAMRAT,SAMRAT
M1,1,T278,70.0,1.0,60.0,60.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M1,1,T278,70.0,2.0,10.0,5.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
M1,1,T279,26.0,1.0,2.0,2.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M1,1,T279,26.0,1.0,24.0,24.0,PACKAGED ATTA (1/95),SOOJI,SOOJI,PARAKH AGRO IND,SAMRAT,SAMRAT
M1,1,T295,66.0,1.0,66.0,66.0,VANASPATI CONS PACK (8/94),VANASPATI CONS PACK (8/94),VANASPATI CONS PACK (8/94),GODREJ CONSUMER PRODS,GODREJ,GODREJ
M1,1,T297,150.0,4.0,20.0,5.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY BUTTER
M1,1,T297,150.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE TOP,PARLE TOP
M1,1,T297,150.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,SAJ INDS,BISK FARM,BISK FARM SPICY
M1,1,T297,150.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M1,1,T297,150.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
M1,1,T297,150.0,2.0,10.0,5.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M1,1,T297,150.0,2.0,40.0,20.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
M1,1,T305,55.0,1.0,55.0,55.0,SPICES (03/04),BLENDED,OTHER BLENDED-BASIC MASALA,KAPOL MASALA,KAPOL,KAPOL
M1,2,T311,55.0,1.0,50.0,50.0,SPICES (03/04),PURE,KASMIRI CHILLY-PURE SPICES,S NARENDRA KUMAR,EVEREST,EVEREST
M1,2,T311,55.0,1.0,5.0,5.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M1,2,T326,260.0,1.0,260.0,260.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HINDUSTAN UNILEVER LIMITED,RED LABEL,BROOKE BOND RED LABEL NAT CARE
M1,3,T335,190.0,1.0,190.0,190.0,PRE-POST WASH PRODUCTS,STAIN REMOVERS,STAIN REMOVERS,RECKITT BENCKISER,VANISH,VANISH
M1,3,T340,72.0,6.0,72.0,12.0,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M1,3,T345,467.0,1.0,55.0,55.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,TATA GLOBAL BEVERAGES LTD,TATA AGNI,TATA AGNI EXTRA STRONG LEAVES
M1,3,T345,467.0,1.0,92.0,92.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,LIBERTY OIL MILLS,SUNDAY,SUNDAY
M1,3,T345,467.0,1.0,320.0,320.0,PACKAGED ATTA (1/95),ATTA,ATTA,PARAKH AGRO IND,SAMRAT,SAMRAT
M1,5,T406,125.0,1.0,25.0,25.0,TOOTH BRUSH   (7/93),MANUAL,MANUAL,COLGATE-PALMOLIVE,SUPER FLEXIBLE,COLGATE SUPER FLEXI BLACK
M1,5,T406,125.0,2.0,40.0,20.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
M1,5,T406,125.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK CHOCOLATE CHIP
M1,5,T406,125.0,1.0,40.0,40.0,SALTY SNACKS (2/97),BANANA CHIPS/LACHA/OTHERS,BANANA CHIPS/LACHA/OTHERS,NATURELL INDIA PVT LTD,RITE BITE,RITE BITE MAX PROTEIN
M1,5,T428,165.0,1.0,165.0,165.0,BREAKFAST CEREALS,READY TO EAT CEREALS,ALL FAMILY,KELLOGG'S INDIA,KELLOGG'S CORNFLAKES,KELLOGG'S CORNFLKS ALMND HONEY
M1,8,T485,60.0,1.0,60.0,60.0,PRE-POST WASH PRODUCTS,LIQUID BLEACHES,LIQUID BLEACHES,HINDUSTAN UNILEVER LIMITED,RIN,RIN
M1,8,T493,48.0,2.0,48.0,24.0,PACKAGED ATTA (1/95),SOOJI,SOOJI,PARAKH AGRO IND,SAMRAT,SAMRAT
M1,8,T495,106.0,1.0,106.0,106.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,TIDE,TIDE
M1,9,T507,146.0,2.0,66.0,33.0,READY TO EAT,READY TO COOK SNACKS MIXES,READY TO COOK SNACKS MIXES,TALOD GRUH UDYOG,TALOD,TALOD
M1,9,T507,146.0,1.0,80.0,80.0,READY TO EAT,READY TO COOK SNACKS MIXES,READY TO COOK SNACKS MIXES,TALOD GRUH UDYOG,TALOD,TALOD
M1,9,T516,54.0,1.0,35.0,35.0,PACKAGED ATTA (1/95),SOOJI,SOOJI,VIRAKI BROTHERS,SATYAM,SATYAM
M1,9,T516,54.0,1.0,19.0,19.0,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
M1,9,T521,46.0,1.0,46.0,46.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
M1,9,T525,555.0,2.0,54.0,27.0,SPICES (03/04),PURE,CORIANDER/DHANI-PURE SPICES,RAMDEV FOODS PRODUCTS PVT LTD,RAMDEV,RAMDEV
M1,9,T525,555.0,1.0,36.0,36.0,SPICES (03/04),PURE,AMCHOOR POWDER-PURE MASALA,S NARENDRA KUMAR,EVEREST,EVEREST
M1,9,T525,555.0,1.0,34.0,34.0,SPICES (03/04),BLENDED,CHAT MASALA-SNACK MASALA,JHAVERI INDUSTRIES,BADSHAH,BADSHAH
M1,9,T525,555.0,1.0,200.0,200.0,SPICES (03/04),PURE,ASOFOETIDA/HING-PURE MASALA,RAMDEV FOODS PRODUCTS PVT LTD,RAMDEV,RAMDEV
M1,9,T525,555.0,1.0,113.0,113.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,TATA GLOBAL BEVERAGES LTD,TATA GOLD,TATA GOLD
M1,9,T525,555.0,2.0,38.0,19.0,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
M1,9,T525,555.0,1.0,80.0,80.0,NON-REFINED OILS   (9/93),MUSTARD/RAPE SEED,MUSTARD/RAPE SEED,RECON,TEZ,TEZ M OIL
M1,10,T552,50.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK CHOCOLATE CHIP
M1,10,T552,50.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M1,10,T552,50.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY BUTTER
M1,10,T552,50.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,LITTLE HEARTS,LITTLE HEARTS
M1,10,T552,50.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NICE TIME,NICE TIME
M1,11,T558,5.0,1.0,5.0,5.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M1,12,T581,45.0,1.0,45.0,45.0,SPICES (03/04),BLENDED,OTHER BLENDED-BASIC MASALA,KAPOL MASALA,KAPOL,KAPOL
M1,12,T590,5.0,1.0,5.0,5.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M1,12,T594,204.0,1.0,70.0,70.0,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KETCHUPS/SAUCES,MPS FOOD PRODUCTS,MPS,MPS
M1,12,T594,204.0,1.0,134.0,134.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
M1,14,T638,190.0,1.0,190.0,190.0,PRE-POST WASH PRODUCTS,STAIN REMOVERS,STAIN REMOVERS,RECKITT BENCKISER,VANISH,VANISH
M1,14,T641,1718.0,1.0,108.0,108.0,CHEESE        (4/94),PROCESSED CHEESE,PROCESSED CHEESE,BRITANNIA DAIRY PVT LTD,BRITANNIA,BRITANNIA
M1,14,T641,1718.0,1.0,1000.0,1000.0,REFINED EDIBLE OILS-ALL PACKS,BLENDED OIL,BLENDED OIL,MARICO INDS,SAFFOLA,SAFFOLA TASTY BLEND
M1,14,T641,1718.0,1.0,95.0,95.0,BREAKFAST CEREALS,READY TO EAT CEREALS,ALL FAMILY,KELLOGG'S INDIA,KELLOGG'S CORNFLAKES,KELLOGG'S CORNFLAKE CORN
M1,14,T641,1718.0,1.0,33.0,33.0,VERMICELLI & NOODLE,VERMICILLI,VERMICILLI,HATHI CHHAP SEV,ELEPHANT,ELEPHANT
M1,14,T641,1718.0,1.0,37.0,37.0,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,SUNNY HOME CARE PVT LTD,SUNNY,SUNNY
M1,14,T641,1718.0,2.0,418.0,209.0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M1,14,T641,1718.0,1.0,27.0,27.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M1,14,T659,130.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY BUTTER
M1,14,T659,130.0,1.0,110.0,110.0,CHEESE        (4/94),PROCESSED CHEESE,PROCESSED CHEESE,G C M M F,AMUL,AMUL
M1,15,T667,118.0,1.0,118.0,118.0,CHEESE        (4/94),PROCESSED CHEESE,PROCESSED CHEESE,G C M M F,AMUL,AMUL
M1,15,T675,140.0,1.0,140.0,140.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,GUJ TEA PROCESSORS,WAGH BAKRI,WAGH BAKRI INSTANT
M1,15,T684,140.0,1.0,90.0,90.0,SPICES (03/04),BLENDED,SAMBHAR POWDER-SNACK MASALA,M T R FOOD PRODS,MTR,MTR SPICY SAMBHAR
M1,15,T684,140.0,1.0,10.0,10.0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,LUX,LUX JASMINE BLOOM
M1,15,T684,140.0,1.0,30.0,30.0,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M1,15,T684,140.0,1.0,10.0,10.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
M1,16,T699,128.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M1,16,T699,128.0,1.0,89.0,89.0,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,RECKITT BENCKISER,LIZOL,LIZOL DISINFECT FLR CLNR
M1,16,T699,128.0,1.0,19.0,19.0,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
M1,16,T699,128.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M1,16,T706,10.0,1.0,10.0,10.0,MILK POWDERS,DAIRY WHITNERS,DAIRY WHITNERS,NESTLE INDIA,EVERYDAY,EVERYDAY DAIRY WHITNER
M1,16,T711,900.0,4.0,600.0,150.0,PACKAGED ATTA (1/95),ATTA,ATTA,PARAKH AGRO IND,SAMRAT,SAMRAT
M1,16,T711,900.0,1.0,300.0,300.0,PACKAGED ATTA (1/95),ATTA,ATTA,PARAKH AGRO IND,SAMRAT,SAMRAT
M1,16,T716,66.0,2.0,66.0,33.0,VERMICELLI & NOODLE,VERMICILLI,VERMICILLI,HATHI CHHAP SEV,ELEPHANT,ELEPHANT
M1,17,T725,135.0,1.0,5.0,5.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M1,17,T725,135.0,1.0,5.0,5.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE 20-20,PARLE 20-20 CASHEW
M1,17,T725,135.0,2.0,10.0,5.0,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M1,17,T725,135.0,2.0,10.0,5.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
M1,17,T725,135.0,5.0,25.0,5.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M1,17,T725,135.0,1.0,80.0,80.0,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KETCHUPS/SAUCES,ADINATH AGRO,SURABHI,SURABHI
M1,17,T738,90.0,1.0,90.0,90.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF EXCEL QUICK WASH
M1,17,T739,344.0,1.0,344.0,344.0,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,RECKITT BENCKISER,LIZOL,LIZOL DISINFECT FLR CLNR
M1,18,T753,20.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY BUTTER
M1,18,T757,40.0,4.0,40.0,10.0,CLEANERS - UTENSIL,TRADITIONAL,BARS,PATANJALI AYURVED LTD,PATANJALI,PATANJALI
M1,18,T777,65.0,1.0,10.0,10.0,SALTY SNACKS (2/97),BANANA CHIPS/LACHA/OTHERS,BANANA CHIPS/LACHA/OTHERS,CAVINKARE,GARDEN,GARDEN
M1,18,T777,65.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,LITTLE HEARTS,LITTLE HEARTS
M1,18,T777,65.0,1.0,5.0,5.0,CHOCOLATE,COATED WAFER BISC,COATED WAFER BISC,NESTLE INDIA,MUNCH,MUNCH
M1,18,T777,65.0,1.0,10.0,10.0,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
M1,18,T777,65.0,2.0,20.0,10.0,CHOCOLATE,COUNT,COUNT,MONDELEZ INTERNATIONAL,5 STAR,5 STAR
M1,19,T782,5.0,1.0,5.0,5.0,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M1,19,T786,235.0,1.0,40.0,40.0,READY TO EAT,READY TO COOK CURRY PASTES/POW,READY TO COOK CURRY PASTES/POW,PRAVIN MASALEWALE,SUHANA,SUHANA
M1,19,T786,235.0,1.0,40.0,40.0,READY TO EAT,READY TO COOK CURRY PASTES/POW,READY TO COOK CURRY PASTES/POW,PRAVIN MASALEWALE,SUHANA,SUHANA
M1,19,T786,235.0,1.0,45.0,45.0,READY TO EAT,READY TO COOK CURRY PASTES/POW,READY TO COOK CURRY PASTES/POW,PRAVIN MASALEWALE,SUHANA,SUHANA
M1,19,T786,235.0,1.0,110.0,110.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,GIRNAR FOOD & BEVER,GIRNAR,ROYAL CUP
M1,19,T792,224.0,1.0,46.0,46.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
M1,19,T792,224.0,1.0,118.0,118.0,CHEESE        (4/94),PROCESSED CHEESE,PROCESSED CHEESE,G C M M F,AMUL,AMUL
M1,19,T792,224.0,1.0,60.0,60.0,SALTY SNACKS (2/97),GATHIA/PAPRI/RIBLON,GATHIA/PAPRI/RIBLON,NATIONAL PRODUCT,NATIONAL,NATIONAL
M1,19,T800,378.0,6.0,90.0,15.0,BATTERIES,NON-ALKALINE,AA-SIZE,PANASONIC BATTERY IND,NOVINO,NOVINO GOLD
M1,19,T800,378.0,1.0,144.0,144.0,SQSH CRDLS & SFT DRNK-CONVERTD,CRUSHES,CRUSHES,MAPRO,MAPRO,MAPRO
M1,19,T800,378.0,1.0,144.0,144.0,SQSH CRDLS & SFT DRNK-CONVERTD,CRUSHES,CRUSHES,MAPRO,MAPRO,MAPRO
M1,20,T817,75.0,1.0,75.0,75.0,READY TO EAT,DESSERT MIXES,TRADITIONAL,BLUE BIRD FOODS INDIA P LTD,BLUE BIRD,BLUE BIRD
M1,25,T835,61.0,1.0,36.0,36.0,NON-REFINED OILS   (9/93),MUSTARD/RAPE SEED,MUSTARD/RAPE SEED,RECON,TEZ,TEZ M OIL
M1,25,T835,61.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M1,25,T835,61.0,1.0,5.0,5.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M1,25,T835,61.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY BUTTER
M1,25,T840,171.0,1.0,42.0,42.0,BREAKFAST CEREALS,HOT CEREALS,OATS,PEPSICO INDIA,QUAKER,QUAKER OATS
M1,25,T840,171.0,1.0,110.0,110.0,CLEANERS - UTENSIL,TRADITIONAL,LIQUIDS,HINDUSTAN UNILEVER LIMITED,VIM,VIM DOUBLE POWER GEL
M1,25,T840,171.0,1.0,19.0,19.0,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
M1,1,T862,20.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,OREO CHOCOLATE
M1,1,T866,100.0,4.0,40.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,GOLDEN OREO
M1,1,T866,100.0,4.0,40.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M1,1,T866,100.0,4.0,20.0,5.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M1,1,T872,80.0,1.0,80.0,80.0,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KETCHUPS/SAUCES,ADINATH AGRO,SURABHI,SURABHI
M1,1,T882,10.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
